;Unnamed: 0;URL;Osoite;Alue;Myyntihinta;Velaton hinta;Pinta-ala;Neliöhinta;Rahoitusvastike;Hoitovastike;Yhtiövastike;Muut kustannukset;Kerros;Huonekokoonpano;Huoneet;Vapautuminen;Parveke;Kylpyhuoneen varusteet;Sauna;Taloyhtiössä sauna;Säilytystilat;Näkymät;Tulevat remontit;Tehdyt remontit;Infoteksti;Kerroslukema
352;352;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15558902;Laattapolku 3 A, Hervanta, Tampere;Hervanta;149000.0;149000.0;49.0;3040.82;0.0;0.0;0.0;Muut maksut: AUTOPAIKAT Kylmä autopaikka 5,00 € / kk Autopaikka lämpötolpalla 9,00 € / kk.;5 / 5;2h+kk+s+p;2.0;heti;True;Varustus: suihkuseinä, pesukoneliitäntä, lattialämmitys, wc-istuin, peilikaappi.;True;False;;;2020 Lukostosarjoitus 2020 Pesutilakartoitus 2020 LVV - kuntotutkimus 2021 Hissikorjaukset kuntotutkimuksen mukaan 2022 Katon kuntotutkimus 2024 Ikkunoiden uusiminen;2001 Ilmanvaihtokanavien puhdistus, ilmamäärien säätö, laitteiden huolto 2002 Porraskäytävien maalaus 2003 Lukostosarjoitus 2004 Oivpuhelinjärjestelmän asennus 2006 Kuntoarvio 2008 Lämmitysverkoston säätimien uusiminen 2009 Pesu. ja WC-tilojen kunnostuksia kartoituksen mukaan 2010 Vesikatteen uusiminen 2011 Ilmanvaihtokanavien puhdistus, ilmamäärien säätö ja laitteiden huolto. 2011 Sähköpääkeskuksen tarkastus 2011 Kaapeli TV-verkkoon liittyminen / operaattorin vaihtaminen 2011 Salaojien toiminnan selvitys / painehuuhtelu 2012 Talopesulan pesukoneen uusinta 2012 Märkätilojen ja vesikalusteiden kuntokartoitus 2012 Julkisivu- ja parvekerakenteiden kuntokartoitus 2014 Turvahikan lisäys keinun alle 2014 Lämmönjakolaitteiden, patteri- ja linjasäätöventtiilien uusiminen, tasapainotus Suunnitteluvaihe 2014 Märkätilojen ja vesikalusteiden kuntokartoitus 2015 Pesu ja wc-tilojen kunnostuksia kartoituksen mukaan 2016 Pesutilakartoitus 2017 Parvekerakenteiden saneerauksen ja elementtisaumausten korjauksen hanke- ja toteutussuunnittelu 2017 Hissien kuntoarvio 2107 Parveke- ja julkisivusaneeraus 2019 Julkisivujen kunnostus ja ikkunoiden vaihto / takuuvaihe 5 v;"Jos haaveenasi on löytää koti, joka tarjoaa huoletonta asumista kaikkien palveluiden ääreltä voimme vain toivottaa sinut tervetulleksi tähän kotiin. Tämä asunto sopii kokonsa puolesta myös sinulle, joka etsit sijoituskotia. 

Huoneisto on remontoitu kivasti ja sen huonejako palvelee myös sopivasti pientä perhettä. Makuuhuone on riittävän tilava, joten sinne mahtuu sängyn lisäksi, vaikka työpöytä. Omassa saunassa on mukava rentoutua kiireien päivän jälkeen. Lisämausteena oman saunan lisäksi on aurinkoon avautuva lasitettu parveke 
<bt>
Kodin pääasialliset materiaalit sekä sisustukselliset ratkaisut sointuvat luontevasti yhteen ja silti koko ajan kauniisti toinen toisiaan korostaen. 

Tämä koti odottaa sinua valmiina muuttamaan. Läheltä löytyvät täydelliset kulkuyhteydet ja kattavat Hervannan palvelut. Sovi oma esittelysi ja ihastut. 

Maarit Ritari 040 5897299";5.0
353;353;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15558778;Pinninkatu 14, Tammela, Tampere;Tammela;209000.0;209000.0;55.5;3765.77;0.0;210.0;210.0;;1 / 7;2h+k+kph+vh+p (yhtiöjärjestyksessä 2h+k);2.0;Heti vapaa;True;Suihku, pesukonevalmius, peilikaappi, rättipatteri, allaskaappi, laattalattia, laattaseinä;False;False;;;"Päätetty: 
2019: Selvitystyö As. Oy Osmonmäen ja Tammelan kaupunkialueen täydennys- ja purkavarakentamisesta.
Tulevia korjauksia 2019-2023: Parveke ja julkisivun kuntotutkimus.
Yli 5-10 vuoden korjaussuunnitelmat 2024-2029: Parveke ja julkisivuremontti. Lämmön talteenotto.";"1993-1997: Julkisivu,
1998-1999: Pohjaviemäri, 
2004: Kylmä- ja lämminvesiputket, pystyviemärit,
2004: Ovipuhelin,
2006: Vesikatteen uusiminen,
2009: Ikkunoiden ja parvekeovien uusiminen,
2011: Lukot + sarjoitus,
2012: Kylmäkellarin kompressori,
2012: Pääovien uusiminen (2 kpl),
2012: Rappukäytävien tutkavalaisimet,
2013: Ekonor lämpövahti,
2014: Piha-alueen perusparannus, aidat, molkit,
2016: Rappu- ja kellarikäytävien maalaus, 
2016: Lämmönsiirrin, 
2017: Lämpökamerakuvaukset huoneistoissa,
2017: IV-nuohous, mittaus ja tasapainoitus,
2017: Kylmäkellarin kompressorin,
2017: Asbestikartoitus,
2018: Hissien uusiminen.";"Remontoitu ensimmäisen kerroksen kaksio huippusijainnilla Tammelassa Osmonpuiston vieressä. Keittiöstä ja makuuhuoneesta rauhalliset näkymät puistoon, olohuone ja parveke etelän suuntaan. Asunnossa on juuri valmistunut täydellinen huoneistoremontti, jossa on uusittu lattia- ja seinäpinnat, keittiö kodinkoneineen ja kylpyhuone.

Asunto Oy Osmonmäki on hyvin hoidettu taloyhtiö, jossa isoja remontteja on paljon tehty, mm. putket, hissit ja ikkunat. Yhtiö sijaitsee omalla tontilla. Yhtiöllä on selvitystyön alla, olisiko tontille mahdollista lisärakentaa. Tämä hanke toteutuessaan tuo yhtiölle mukavasti lisätuloja, jolla mm. julkisivun korjausta pystytään rahoittamaan.

Sijainti on mitä mainioin. Talon ohi menee vain kevyenliikenteenväylä. Lähin autotie menee talosta n. 50 m päästä, joten sijainti on hyvin rauhallinen. Tammelantori kahviloineen on lyhyen kävelyn päässä ja kaupungin kattaviin palveluihin on alle kilometri matkaa.

Kodit.io:lla on mahdollisuus tarjota myös nykyisestä kodistasi - kysy lisää!

Haluamme tehdä osamme yhteisen hyvän ja turvallisuuden takaamiseksi, emmekä tällä hetkellä järjestä avoimia asuntoesittelyjä. Sen sijaan, toivotamme teidät tervetulleeksi tutustumaan tähän asuntoon haluamallanne tavalla:
- Varaa yksityisnäyttö, ja takaamme ettei asunnossa ole esittelyaikaan muita 
- Vieraile asunnossa itseksesi, kysy asiantuntijoiltamme ovikoodia älylukkoon
- Sovi kanssamme videoesittely, ja voit tutustua asuntoon vaikka kotisohvaltasi käsin";1.0
354;354;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15558592;Hämeenkatu 3 C, Keskusta, Tampere;Keskusta;140407.95;332748.0;51.0;6524.47;253.31;245.31;498.62;Muut maksut: Rahoitusvastike (253,25 €/kk) sisältää pelkän yhtiölainaosuuden koron. Lyhennykset alkavat 2 vuotta valmistumisesta, jonka jälkeen rahoitusvastike on arviolta 894,38 €/kk..;8 / 9;2h+tk+p;2.0;Huoneiston valmistuttua arviolta 31.3.2020;True;Pesutilojen kuvaus: Lattiassa laatta ja seinät kaakelia. Varustus: Pesuallas, allaskaapisto, ja peili valaisimineen. Pesukoneliitäntä ja varaus kuivausrummulle.;False;False;kellarikomero;Huoneistosta on näkymä sisäpihalle ja toisaalla Tuomiokirkonkadulle.;;1994 Putkiremontti 2000 Pihan korjausremontti 2001 Parvekkeiden uusiminen 2010 Ikkuna- ja julkisivuremontti 2014 Runkoviemäreiden korjaus 2019 Yläkerran rakentamisen yhteydessä uudet kattorakenteet, hissit, ilmanvaihtokoneet, lämminvesikierto, sähköt 2019-2020 lisäksi yhtiön yleisten tilojen osalta on tehty remontti kellarikäytävien, varastokopien, saunan, pesuhuoneen, pukuhuoneen, pesutuvan tiloissa. Remontissa on uusittu pinnat, sähköt ja valaistus. Lisäksi remontoitiin autohalli ja porrashuoneet.;"Nyt myynnissä uusia asuntoja As Oy Hämeenkatu 3:sta.

Koti Tampereen kattojen yllä mahdollistaa rauhallisen asumisen keskellä kaupungin sykettä. Kodit rakentuvat Hämeenkadun ja Tuomiokirkonkadun kulmaan. Eli kaikki palvelut ovat lähettyvilläsi. Rautatieasema ja linja-autoasema ovat kivenheiton päässä ja myöhemmin liikennöivä ratikka kulkee talon edestä, joten liikkuminen on mutkatonta. Tämän keskeisempää sijaintia saa todella etsiä.  

Unelmasijainti, 1960- luvun talon pelkistetty tyyli sekä laajalti remontoitu rakennus, joka sijaitsee omalla tontilla tarjoaa hyvät puitteet vaivattomalle ja nautinnolliselle city-asumiselle. 
Asunnossa on liukuovellinen ranskalainen parveke, joka avaa olohuoneen ulkoilmaan lisäksi tässä asunnossa on oma sauna. Kaikki nämä valmistuvat uudet asunnot ovat varustettu huoneistokohtaisella viilennyksellä. 

Nämä asunnot rakentaa Aki Hyrkkönen Oy tinkimättömällä ammattitaidolla. 

Asuntojen arvioitu valmistuminen on maaliskuussa 2020.";8.0
355;355;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15558280;Ihanakatu 1 A, Armonkallio, Tampere;Armonkallio;191589.64;198000.0;53.0;3735.85;82.05;222.6;304.65;Muut maksut: Tietoliikenne/Hoitov.: 9,15€/kk. Vesilasku laskutetaan kulutuksen mukaan kolmen kuukauden välein..;1 / 5;2h, k, kph, vh, 2x parv.;2.0;sopimuksen mukaan / n. 3 kk kaupanteosta;True;Pesutilojen kuvaus: allaskaappi, pyyhekuivain Varustus: suihkuseinä, pesukoneliitäntä, lattialämmitys, wc-istuin, suihku, peilikaappi.;False;False;vaatehuone, kellarikomero, vinttikomero;;Korjaustarveselvitys 1-5v: 2019: Kattomaailman raportin mukaiset huoltotoimet. 2022: Parvekkeiden huoltomaalaus.;1993: Lämmönvaihtimet ja kaapeli-tv. 1997: Kattomaalaus. 2001: Käyttövesiputkistoremontti. 2008: Parveke- ja julkisivuremontti. 2011: IV-kanavien puhdistus, tarkistus ja säätö. 2012: Lukituksen uusiminen. 2014: LVIS perinteisensaneerauksen tekninen suunnittelu. 2015: LVIS perinteisensaneerauksen toteutus., energiatodistus 10 vuodelle. 2017: Ikkunoiden ja parvekeovien, porrashuoneen ulko-oven ja julkisivulevyjen uusiminen.;"Loistavalta paikalta Armonkalliolta on vapautumassa tilava 53m2 kaksio. Uutta asukasta odottaa todella kaunis vaalein sävyin remontoitu koti. Huoneistolla on peräti kaksi parveketta, joista toiseen on käynti olohuoneesta ja toiselle makuuhuoneesta. Keittiö on saanut uuden ilmeen v. 2018 ja kylpyhuone on uusittu v. 2015 putkiremontin yhteydessä. Säilytystilaa löytyy todella hyvin, sillä asunnossa on tilava vaatehuone ja tämän lisäksi huoneistolle kuuluu vintti- ja kellarikomero. 

City-kotia etsivälle sijainti on mitä mainioin, sillä yhtiö sijaitsee loistavalla paikalla Näsijärven rannan välittömässä läheisyydessä, mutta silti lyhyen kävelymatkan päässä keskustan palveluista ja rautatieasemasta. Liikunnan ja luonnon ystävälle Kaupin urheilupuisto tarjoaa ympäri vuoden upeat puitteet ulkoilulle.

As Oy Ihanakallio on vuonna 1963 omalle tontille valmistunut taloyhtiö, jossa on 24 asuinhuoneistoa. Yhtiössä on vuosien mittaan tehty kaikki suurimmat talotekniset perusparannukset, joista mainittakoon LVIS-, parveke-,  ikkuna- ja julkisivusaneeraus. Tarjolla siis huoletonta asumista useiksi vuosiksi eteenpäin!  Taloyhtiön kaikissa huoneistoissa on nettiliittymä, jonka huoneistokohtainen perusnopeus on 100/10M. 

Sijoitusasuntoa etsivälle kyseessä on vaivattomasti vuokrattava kohde.

Tervetuloa ihastumaan!

Lisätiedot ja esittelyt:
Jussi Kuitunen, LKV, KiAT, LVV, Partner
p. 040 560 6654, jussi.kuitunen@bo.fi
https://bo.fi/henkilo/jussi-kuitunen/
https://www.facebook.com/kuitunenlkv/";1.0
356;356;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15071402;Niilo Härmälän katu 13 A 38, Härmälänranta, Tampere;Härmälänranta;65880.0;219600.0;52.5;4182.86;687.35;178.5;865.85;;4 / 7;2h+kt+s;2.0;;True;;True;False;;;;;"Puistoja, järviluontoa ja uuden kodin hurmaa – Tutustu Tampereen Härmälänrantaan!

Huomaathan, että visualisoinnit sekä mallisisustetun huoneiston kuvat eivät välttämättä ole tästä asunnosta. Kuvat ovat tästä kohteesta ja aina suuntaa antavia. Asunnon pohjakuvasta näet tämän huoneiston. Kysy lisää asuntomyyjältämme!

As. Oy Tampereen Härmälänrannan Rollikkaan rakennetaan 65 asuntoa, joiden joukosta löytyy sopivan kokoinen koti jokaiseen elämäntilanteeseen. Asuntojen huoneluvut vaihtelevat yhdestä viiteen. Rollikan erikoisuus ovat suuret perheasunnot, joita löytyy niin talon ylä- kuin alakerroksista. Valitsitpa minkä kokoisen kodin tahansa, on arki kodissasi mukavaa ja toimivaa. Jokaisessa kodissa on parveke tai patio asuinkerroksesta riippuen. Kodeissa on kauniit lautaparketit ja raikkaat pinnat. Keittiö yhdistyy saumattomasti olohuoneeseen muodostaen kodin keskiöön väljän tilan yhdessäololle. Muutamissa kaksioissa ja kaikissa sitä suuremmissa asunnoissa on oma sauna.

Asuinkortteli rajautuu kahden puistoalueen väliin. Korttelin pohjoispuolelle rakennetaan viihtyisä Samiveturinpuisto, jossa lasten on mukava leikkiä ja temmeltää. Eteläpuolelle taas avautuu rauhallinen Härmälänojanpuisto, joka tarjoaa asukkaille hiljaisuutta ja kiireetöntä tunnelmaa luontomaiseman ääressä. Turvallinen pihapiiri rajautuu puistojen väliin.

Härmälänrannan sijainti järvimaisemissa, vartin ajomatkan päässä Tampereen keskustasta on erinomainen. Täällä kaupungin palvelut ja luonnon tarjoamat ulkoilumahdollisuudet löytyvät kaikki läheltä.

Pienellä omarahoitusosuudella kiinni uuteen kotiin! Kodin myyntihinta on pienimmillään 30 % sen velattomasta hinnasta, loput kattaa yhtiölaina. Myyntihinnasta 25 % maksetaan kaupantekohetkellä ja 75 % valmistumisen yhteydessä. Loppuosa velattomasta hinnasta on yhtiölainaa, jota maksetaan kuukausittain rahoitusvastikkeen muodossa. Yhtiölainaa voi myös halutessaan maksaa pois asunnon valmistumisen yhteydessä.

Lue lisää: skanska.fi/rollikka";4.0
357;357;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15066006;Fontellinpolku 9 A 12, Härmälänranta, Tampere;Härmälänranta;80070.0;266900.0;57.5;4641.74;835.4;201.25;1036.65;;3 / 7;2h+kt+s;2.0;;True;;True;False;;;;;"Asumisen helmi Pyhäjärven rannalla nyt myynnissä – tutustu Tampereen Härmälänrannan Sampoon!

Huomaathan, että visualisoinnit sekä mallisisustetun huoneiston kuvat eivät välttämättä ole tästä asunnosta. Kuvat ovat tästä kohteesta ja aina suuntaa antavia. Asunnon pohjakuvasta näet tämän huoneiston. Kysy lisää asuntomyyjältämme!

Härmälänrannan lempeä järviluonto ja lämminhenkinen tunnelma hurmaavat asukkaan ympäri vuoden. As. Oy Tampereen Härmälänrannan Sampo nousee alueen paraatipaikalle upeiden järvimaisemien ääreen, uimarannan ja kauniin omenatarhan tuntumaan. Jos luonnonläheinen arki hyvien kulkuyhteyksien päässä houkuttelee, löydät uuden kotisi täältä! Seitsenkerroksiseen Sampoon rakennetaan 40 kaunista ja toimivaa kotia vehreään ympäristöön, aivan järvenrannan tuntumaan. Laadukkaat pintamateriaalit ja koteihin tulviva luonnonvalo saavat elämän parhaat puolet esiin. 

Etsitpä uutta kotia yksin, kaksin tai pienen perheen voimin, löydät mieluisan Samposta. Valikoima ulottuu 33 neliön yksiöistä 84,5-neliöiseen kolmen huoneen kulmahuoneistoon. Upeiden kotien suunnittelussa on korostettu väljyyttä ja esteettömyyttä. Vaaleat, selkeät pinnat tekevät sisustamisesta helppoa, olipa oma tyylisi millainen tahansa. Avaraa tuntua korostavat hyvät säilytystilat. Jokaisessa kodissa on tilava lasitettu parveke tai terassi.

Pienellä omarahoitusosuudella kiinni uuteen kotiin! Kodin myyntihinta on pienimmillään 30 % sen velattomasta hinnasta, loput kattaa yhtiölaina. Myyntihinnasta 25 % maksetaan kaupantekohetkellä ja 75 % valmistumisen yhteydessä. Loppuosa velattomasta hinnasta on yhtiölainaa, jota maksetaan kuukausittain rahoitusvastikkeen muodossa. Yhtiölainaa voi myös halutessaan maksaa pois asunnon valmistumisen yhteydessä.

Lue lisää: skanska.fi/sampo";3.0
358;358;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15556838;Hämeenkatu 3 D, Keskusta, Tampere;Keskusta;126307.88;343539.0;58.5;5872.46;286.02;277.06;563.0799999999999;Muut maksut: Rahoitusvastike (286,02 €/kk) sisältää pelkän yhtiölainaosuuden koron. Lyhennykset alkavat 2 vuotta valmistumisesta, jonka jälkeen rahoitusvastike on arviolta 1010,12 €/kk..;7 / 9;2h+kt;2.0;Huoneiston valmistuttua arviolta 31.3.2020;True;Pesutilojen kuvaus: Lattiassa laatta ja seinät kaakelia. Varustus: Pesuallas, allaskaapisto, ja peili valaisimineen. Pesukoneliitäntä ja varaus kuivausrummulle.;False;False;kellarikomero;Huoneistosta on näkymä sisäpihalle ja toisaalla Tuomiokirkonkadulle.;;1994 Putkiremontti 2000 Pihan korjausremontti 2001 Parvekkeiden uusiminen 2010 Ikkuna- ja julkisivuremontti 2014 Runkoviemäreiden korjaus 2019 Yläkerran rakentamisen yhteydessä uudet kattorakenteet, hissit, ilmanvaihtokoneet, lämminvesikierto, sähköt 2019-2020 lisäksi yhtiön yleisten tilojen osalta on tehty remontti kellarikäytävien, varastokopien, saunan, pesuhuoneen, pukuhuoneen, pesutuvan tiloissa. Remontissa on uusittu pinnat, sähköt ja valaistus. Lisäksi remontoitiin autohalli ja porrashuoneet.;"Nyt myynnissä uusia asuntoja As Oy Hämeenkatu 3:sta.

Koti Tampereen kattojen yllä mahdollistaa rauhallisen asumisen keskellä kaupungin sykettä. Kodit rakentuvat Hämeenkadun ja Tuomiokirkonkadun kulmaan. Eli kaikki palvelut ovat lähettyvilläsi. Rautatieasema ja linja-autoasema ovat kivenheiton päässä ja myöhemmin liikennöivä ratikka kulkee talon edestä, joten liikkuminen on mutkatonta. Tämän keskeisempää sijaintia saa todella etsiä.  

Unelmasijainti, 1960- luvun talon pelkistetty tyyli sekä laajalti remontoitu rakennus, joka sijaitsee omalla tontilla tarjoaa hyvät puitteet vaivattomalle ja nautinnolliselle city-asumiselle. 
Asunnossa on liukuovellinen ranskalainen parveke, joka avaa olohuoneen ulkoilmaan.  

Kaikki nämä valmistuvat uudet asunnot ovat varustettu huoneistokohtaisella viilennyksellä sekä  lattialämmiytksellä. 

Nämä asunnot rakentaa Aki Hyrkkönen Oy tinkimättömällä ammattitaidolla. 

Asuntojen arvioitu valmistuminen on maaliskuussa 2020. 

Lisätiedot ja esittelypyynnöt Maarit Ritari 0405897299";7.0
359;359;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15556688;Eetunkatu 11 B, Pappila, Tampere;Pappila;140100.52;155000.0;59.5;2605.04;190.4;279.65;470.04999999999995;Muut maksut: autopaikka 10 €/ kk.;1 / 3;2h,k,kph,s,vh,erill.wc,las.parv;2.0;sopimuksen mukaan;True;Varustus: suihkuseinä, pesukoneliitäntä, lattialämmitys, suihku. Varustus: peilikaappi.;True;False;vaatehuone;;;2012 märkätilojen kuntokartoitus, 2013 ilmanvaihdon puhdistus ja säätö, 2013 salaojien huolto, 2014 parvekelasien huolto, 2016 jätekatoksen ja huoltorakennuksen huoltomaalaus, 2017 taloyhtiölaajakaista, 2018 A-talon ulkoportaiden kunnostus;"Pappilan halutulta alueelta heti vapaa vuonna 2002 valmistuneen pienkerrostalon siistikuntoinen, 
ja hyväpohjainen saunallinen kaksio. Keittiöön sopii mukavasti ruokapöytä neljälle. Kylpyhuoneessa on käytännöllinen kodinhoitotila. Hyvät säilytystilat!  Parveke on lasitettu. Rinneratkaisun ansiosta asuntoon on esteetön kulku ensimmäisestä kerroksesta ja  parvekkeen puolelta asunto on taas toisessa kerroksessa. 

Pappilasta pääset nopeasti Linnainmaan kauppakeskukseen tai keskustorille TKL:n busseilla.

Sovi oma esittelysi!";1.0
360;360;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15555677;Tuomaankatu 3 B, Härmälä, Tampere;Härmälä;98537.35;100000.0;59.0;1694.92;95.05;300.0;395.05;;1 / 2;2h, k, khh, wc;2.0;1 kk kaupan teosta;False;"Varusteet: wc-istuin, lavuraari, suihku, lattialämmitys
Materiaalit: laatta";False;False;;;salaojien asentaminen, sokkelin vesieristyksen uusiminen, porrashuoneiden seinien maalaus, lukitusjärjestelmän uusiminen;"1992: Ikkunat vaihdettu,
1993: Viemärit ja vesijohdot uusittu
1999: Kattosaneeraus
2004: Porrashuoneremontti
2010: Sähkösaneeraus
2013: Lämmityslaitteiden uusita ja lämmitysverkoston tasapainotus
2015:Julkisivurappauksen korjaus ja huoltomaalaus
2016: Ikkunapokien ulkopuolen huoltomaalaus
2017: Jätepiste uusittu paloturvalliseksi
2018: Porrashuoneiden valaisimet uusittu, A ja B sisäänkäynnin numerovalaisimet uusittu
2019: Pihan lanaus";"Härmälä on sijainniltaan Tampereen parhaimmistoa, bussipysäkit vieressä, helppo ja nopea liikkua myös omalla autolla, kadunvarsilla on tilaa myös vieraiden autoille maksuttomilla parkkipaikoilla. Kilometrin säteellä kauppoja ja palveluita.

Nyt vapautumassa tämä kodikas läpitalon kaksio Tuomaankadulta, pintaremonttia on jonkin verran jo tehty, pienellä vaivalla saat tästä juuri sinun näköisesi.
Sekä olohuone että makuuhuone ovat tilavia, molemmissa seinillä on maalattu lasikuitutapetti.
Vaatehuoneesta on tehty kätevästi pieni kodinhoitohuone, johon mahtuu pesutorni. Keittiön ikkunat vehreälle sisäpihalle.

Taloyhtiössä on tehty julkisivuremontti 2016, sähkösaneeraus 2010 ja viemärit sekä vesijohdot uusittu 1993. 

Varaa oma yksityisesittely aikasi!
Noudatamme hallituksen määräyksiä näytöillä mm. käsihygienian suhteen.

Piia Rosvall, asuntomyyjä
050 367 8895
piia.rosvall@aulalkv.fi";1.0
361;361;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15553120;Kansikatu 1 B114, Keskusta, Tampere;Keskusta;190382.0;477120.0;64.0;7455.0;485.68;275.2;760.88;KTV- ja laajakaistavastike 2,40 eur/huoneisto/kk;14 / 16;2h+kt+s 56,5 m2+viherhuone 7,5 m2;2.0;Arviolta 5/2022;False;;False;False;;;;;"Asunto Oy Tampereen Kannen Opaali on Tampereen Kannelle toisena rakentuva moderni 16 kerroksinen tornitalo, johon valmistuu 148 asuinhuoneistoa. Asunnot alkavat lamelliosuuden kolmannesta kerroksesta. Lamelliosuudessa on asuntoja, joissa on lattiatasolta alkavat maisemaikkunat. Yhdeksännen kerroksen tasolla on asukkaiden käytössä oleva asuntopiha. 
Asunnot ovat moderneja ja valoisia. Useimmissa asunnoissa on parvekkeiden sijasta tyylikkäät viherhuoneet. Viherhuoneet ovat täysin sääsuojattuja sekä lämmintä tilaa, joka on erotettu asunnosta lasiseinällä. Ylimmissä kerroksissa (13.-16.krs.) olevissa asunnoissa on laajat, Tampereen keskustaan päin avautuvat terassit. Opaalin alimpiin kerroksiin sijoittuu liike- ja toimistotiloja.


Sisustusmateriaalit ovat luonnonläheisiä ja väritykseltään neutraaleja, luoden sisälle lämpimän tunnelman kontrastina Libeskindin särmikkääseen arkkitehtuuriin. Asumisen mukavuutta lisäävät vesikiertoinen, huoneistokohtaisesti säädettävä lattialämmitys ja kesähelteillä helpottava lattiaviilennys.

Asunto Oy Tampereen Kannen Topaasin asunnot valmistuvat yhtiön omalle tontille arviolta keväällä 2022.

Tervetuloa asuntojen virtuaaliesittelyyn Tampereen Kansi Visit Center, Åkerlundinkatu 16, 33100 Tampere
Varaa aika numerosta 0800 122 300 tai osoitteesta asuntomyynti.tampere@srv.fi";14.0
362;362;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15553116;Kansikatu 1 B110, Keskusta, Tampere;Keskusta;179989.0;451070.0;56.0;8054.82;459.16;240.8;699.96;KTV- ja laajakaistavastike 2,40 eur/huoneisto/kk;13 / 16;2h+kt 48,5 m2+viherhuone 7,5 m2;2.0;Arviolta 5/2022;False;;False;False;;;;;"Asunto Oy Tampereen Kannen Opaali on Tampereen Kannelle toisena rakentuva moderni 16 kerroksinen tornitalo, johon valmistuu 148 asuinhuoneistoa. Asunnot alkavat lamelliosuuden kolmannesta kerroksesta. Lamelliosuudessa on asuntoja, joissa on lattiatasolta alkavat maisemaikkunat. Yhdeksännen kerroksen tasolla on asukkaiden käytössä oleva asuntopiha. 
Asunnot ovat moderneja ja valoisia. Useimmissa asunnoissa on parvekkeiden sijasta tyylikkäät viherhuoneet. Viherhuoneet ovat täysin sääsuojattuja sekä lämmintä tilaa, joka on erotettu asunnosta lasiseinällä. Ylimmissä kerroksissa (13.-16.krs.) olevissa asunnoissa on laajat, Tampereen keskustaan päin avautuvat terassit. Opaalin alimpiin kerroksiin sijoittuu liike- ja toimistotiloja.


Sisustusmateriaalit ovat luonnonläheisiä ja väritykseltään neutraaleja, luoden sisälle lämpimän tunnelman kontrastina Libeskindin särmikkääseen arkkitehtuuriin. Asumisen mukavuutta lisäävät vesikiertoinen, huoneistokohtaisesti säädettävä lattialämmitys ja kesähelteillä helpottava lattiaviilennys.

Asunto Oy Tampereen Kannen Topaasin asunnot valmistuvat yhtiön omalle tontille arviolta keväällä 2022.

Tervetuloa asuntojen virtuaaliesittelyyn Tampereen Kansi Visit Center, Åkerlundinkatu 16, 33100 Tampere
Varaa aika numerosta 0800 122 300 tai osoitteesta asuntomyynti.tampere@srv.fi";13.0
